"word_id","term","translation","from_lang","to_lang","current_category_names","current_level","proposed_package","proposed_level","notes"
"bd026137-2ef9-4a52-926e-79b2cef45c6e","abstract theme","abstraktes Thema","en","de","Art & Literature","B1","","B1",""
"73e8189b-b07f-4e32-b859-59db4c4a5edc","abstract voice","abstrakte Stimme","en","de","Art & Literature","B2","","B2",""
"9266cd27-a56d-4f9f-9c7e-7193819c7fe2","absurd","absurd","en","de","C1","C1","","C1",""
"933fa0e4-98c9-4b38-869f-bb3f916ac83d","abuse","missbrauchen","en","de","C1","C1","","C1",""
"8eec5fd2-2c84-4765-863d-feca5eaeb526","abusive","missbräuchlich","en","de","C2","C2","","C2",""
"e977d0d0-3643-47c6-bc9a-3256770fbeb2","academic","akademisch","en","de","B1","B1","","B1",""
"b19fab7a-c4db-49d6-8dbb-f1ff36d16f75","academic analysis","wissenschaftliche Analyse","en","de","Grammar & Syntax","C2","Grammar & Syntax","C2",""
"bc1161a6-6f84-4efd-8d11-873ead48a5ae","academic construction","akademischer Bau","en","de","Grammar & Syntax","A2","Grammar & Syntax","A2",""
"c043d210-6236-40eb-870e-4ae125f0c600","academic expression","akademischer Ausdruck","en","de","Grammar & Syntax","A1","Grammar & Syntax","A1",""
"8b9b994c-4a64-471f-af65-694e29ffcacc","academic form","akademische Form","en","de","Grammar & Syntax","C1","Grammar & Syntax","C1",""
"94ee691a-8535-4fe6-b2c2-cb76afde279b","academic function","akademische Funktion","en","de","Grammar & Syntax","B2","Grammar & Syntax","B2",""
"4f2d568f-446a-4519-87ca-5d44acc6955d","academic integrity","akademische Integrität","en","de","School & Studies","A2","","A2",""
"f4e2560c-ebe7-4626-a835-9f2ad77dfe9b","academic meaning","akademische Bedeutung","en","de","Grammar & Syntax","B2","Grammar & Syntax","B2",""
"2f7d006c-1584-4454-a463-6c830c5f7a18","academic pattern","akademisches Muster","en","de","Grammar & Syntax","B2","Grammar & Syntax","B2",""
"15dc7c2b-09d9-4460-898e-fb4c80921966","academic structure","akademische Struktur","en","de","Grammar & Syntax","B1","Grammar & Syntax","B1",""
"fb4be359-7dc1-4ca7-bafd-464b0760fcba","academic usage","akademischer Gebrauch","en","de","Grammar & Syntax","B1","Grammar & Syntax","B1",""
"4b54e06d-a4b2-42b7-8770-08ef15d9425b","academy","akademie","en","de","C1","C1","","C1",""
"f34f5630-5a16-4a78-a317-e0f55986adab","accelerate","beschleunigen","en","de","C1; Productivity; Transport","C1","","C1",""
"61bf5eb2-ce14-4bfb-af98-ce71149e268f","acceleration","beschleunigung","en","de","Science","A1","","A1",""
"78fa29da-f6dd-45fa-a151-5e3198c70362","accelerator","beschleuniger","en","de","Transport","A2","","A2",""
"08da39ae-8393-4e5b-8636-87ec83c03524","accent","akzent","en","de","B2","B2","","B2",""
"306f9305-ba80-4ae0-b87a-ffcee5dbc11b","accept","akzeptieren","en","de","A2","A2","","A2",""
"56c3963d-9b17-44a8-b330-da715040ec31","acceptable","akzeptabel","en","de","B2","B2","","B2",""
"6f487bf7-fb82-4092-a226-5a3801eb79f7","acceptable use policy","richtlinie zur akzeptablen Nutzung","en","de","School & Studies","A1","","A1",""
"e9e1b235-7eb6-4c5b-ba3c-549473c348a2","acceptance","akzeptanz","en","de","C1","C1","","C1",""
"77ceb8b1-4986-4546-b7c3-73558fceda05","access","zugang","en","de","B1","B1","","B1",""
"cd46d06b-6c67-4e61-b80b-24d15b10ca0c","access request","Zugriffsanfrage","en","de","Work & Careers","B1","","B1",""
"d147d61a-8dc4-4b81-9a87-c8febee88c1d","accessibility settings","zugänglichkeitseinstellungen","en","de","School & Studies","C1","","C1",""
"4bdadb9b-c481-4f99-a4e4-36648efd0c68","accessible","zugänglich","en","de","C1","C1","","C1",""
"911b7ddb-6ec5-43f9-87b9-1de10c7bee51","accident","unfall","en","de","A2","A2","","A2",""
"63c92133-9f20-4775-95b0-2ea1fad6ae04","accidentally","versehentlich","en","de","B2","B2","","B2",""
"3381b378-a7c2-406a-8485-ac3aef111992","accommodate","beherbergen","en","de","B2","B2","","B2",""
"61449614-326e-4b8a-ad29-964e509f7618","accommodation","unterkunft","en","de","B2","B2","","B2",""
"3264af29-8532-43f6-80db-52d043ed2562","accompany","begleiten","en","de","B2","B2","","B2",""
"af48d112-12ab-4c23-a889-297668951b6e","accomplish","erreichen","en","de","B2; Productivity","B2","","B2",""
"b19cb9fd-fc00-45c1-8d25-fb9ae6e0dae4","accord","übereinstimmung","en","de","C2","C2","","C2",""
"ab95b1df-6975-4f65-b355-6e531acc8d41","according","laut","en","de","A2","A2","","A2",""
"510c9f21-0d48-4a80-8447-772bee3ebd7b","according to grammar rules","gemäß den Grammatikregeln","en","de","Grammar & Syntax","C1","Grammar & Syntax","C1",""
"3b828b63-5ad0-4f37-8561-d4ebde21c705","according to sources","laut Quellen","en","de","Media & News","B1","","B1",""
"28a979ad-771f-4d71-8b66-705648aac246","account","Konto","en","de","B1; B2; Money & Shopping","B2","","B2",""
"4413ffec-810c-4191-ad18-b23bb7fdaaca","account executive","Account Executive","en","de","Work & Careers","B2","","B2",""
"6bcf5843-588d-48c6-8803-a76a479daab8","accountability","Verantwortungsübernahme","en","de","C1; Relationships","C1","","C1",""
"7e98d35e-b35b-4051-a3cf-e7c6bb3cc429","accountability partner","rechenschaftspflichtiger Partner","en","de","Health & Fitness","C2","","C2",""
"814c3af3-9af0-47ff-ac0a-753095db1ec2","accountable","rechenschaftspflichtig","en","de","C1; Law & Politics; Media & News","C1","","C1",""
"9e1e69c8-6b9a-4c64-a6ac-96d0268a809a","accountant","Buchhalter/in","en","de","B2; Work & Careers","A2","","A2",""
"c72e7543-4149-4b7a-8799-61a4afe53f0b","accrual","Abgrenzung","en","de","Work & Careers","B2","","B2",""
"4d8ee813-fbee-4260-82b9-4a4e52f720fa","accumulate","akkumulieren","en","de","C1","C1","","C1",""
"6246f9a2-0ad2-4cae-b757-deb2e5928799","accumulation","akkumulation","en","de","C1","C1","","C1",""
"4acb1d50-6ecd-4638-ada8-d3a54461e961","accuracy","genauigkeit","en","de","B2","B2","","B2",""
"82302b79-c601-4c2e-b3d9-c09980e1c382","accurate","genau","en","de","B2","B2","","B2",""
"56714135-43f8-41a4-8ab4-c663370b7da7","accurately","genau","en","de","B2","B2","","B2",""
"157b66cb-6b1f-41c1-afda-dcba9ce05bde","accusation","anschuldigung","en","de","C1","C1","","C1",""
"e7c2d52e-78a1-46a3-bd8a-7b071327e44b","accuse","beschuldigen","en","de","B2","B2","","B2",""
"0b525ba3-7187-4fe4-baff-0ab65a97a4f9","accused","angeklagt","en","de","C1","C1","","C1",""
"c35fd476-c405-447c-9084-cff1fb7d203c","achieve","erreichen","en","de","A2; Productivity","A2","","A2",""
"529f38b6-1b60-4ef1-9f74-5c1962b39163","achievement","leistung","en","de","B1","B1","","B1",""
"3463aaf1-8b4d-4cd9-a3e0-77d037bf1e29","acid","säure","en","de","B2; C1; Science","C1","","C1",""
"2594868f-90f1-41bb-86d1-3339a049d26c","acknowledge","bestätigen Sie","en","de","B2","B2","","B2",""
"2c6e14f6-52e7-4d0c-8134-161e09aa5d86","acoustic","akustisch","en","de","Music & Entertainment","B1","","B1",""
"18972ffc-e0cb-4304-ae26-9d5610c16e95","acquire","erwerben","en","de","B2","B2","","B2",""
"e0821600-ca70-44ea-9f72-b5fd7a7e1c26","acquisition","erwerb","en","de","C1","C1","","C1",""
"c939e35d-138d-4035-90ee-e7f33eee2669","acre","acre","en","de","B2","B2","","B2",""
"b7414d53-ce07-42dd-887f-5d80f3dc31fb","across","über","en","de","A1","A1","","A1",""
"b39cdb50-fcae-422d-b566-4785af728d75","across the aisle","über Parteigrenzen hinweg","en","de","Law & Politics","C2","","C2",""
"b284b238-8d73-4ec4-985c-9a3124952783","across the universe","quer durch das Universum","en","de","Space","A2","","A2",""
"36e11317-a915-4287-8d37-87b4842a4570","act","handeln","en","de","A2; B1","B1","","B1",""
"dcc267f9-bb23-456d-91bb-e92f5e279600","act now for future generations","jetzt für künftige Generationen handeln","en","de","Environment","C2","","C2",""
"d1b85876-ae24-41e6-8f76-296dbfed5fe6","action","aktion","en","de","A1","A1","","A1",""
"e85ea385-41ed-4899-ac48-ea36dda55d05","action game","Actionspiel","en","de","Gaming","B1","","B1",""
"67a210f0-a844-4b76-8fb9-90af667d952b","action item","To‑do/Punkt","en","de","Work & Careers","B1","","B1",""
"f93b0ca8-8c25-4f69-89b9-ce19f821d6e1","action movie","Actionfilm","en","de","Music & Entertainment","B1","","B1",""
"61378d6c-1b7b-4fe0-aa69-118b40c70060","actionable","umsetzbar","en","de","Work & Careers","B1","","B1",""
"552a4385-9d05-4511-8d45-ca7435562553","actions speak louder than words","taten sprechen lauter als Worte","en","de","Phrases & Idioms","B2","Phrases & Idioms","B2",""
"6c923bf3-1dc5-4def-95f5-3c0cdacd7f0c","activate","aktivieren","en","de","B2","B2","","B2",""
"1427f182-36e7-4f89-9cc9-e65b43df9b33","activation","aktivierung","en","de","C1","C1","","C1",""
"d2658349-7093-49f2-a32b-7a8141efaa6b","activation energy","aktivierungsenergie","en","de","Science","C1","","C1",""
"9dd1b2fb-bb93-49f5-9618-c4fd576cf500","active","aktiv","en","de","A2","A2","","A2",""
"88de2183-652f-4439-a6a2-ebf615408083","active listening","aktives Zuhören","en","de","Relationships","B1","","B1",""
"af19e460-c39b-4756-b398-de11a52aaa38","active recall","aktiver Rückruf","en","de","School & Studies","C2","","C2",""
"d865189e-11fb-4878-b811-b77dc9446821","active voice","aktive Stimme","en","de","Grammar & Syntax","B2","Grammar & Syntax","B2",""
"99d4863b-1265-4ecb-a66e-cca577c30eae","activist","aktivist","en","de","C1","C1","","C1",""
"d82cc0e3-e39b-476e-91f7-491f5642ed83","activity","aktivität","en","de","A1","A1","","A1",""
"83b408e6-0499-428e-b3d7-ed193bf52378","actor","schauspieler","en","de","A1","A1","","A1",""
"065b4ad0-974e-49c0-a305-1b76eea4133f","actress","schauspielerin","en","de","A1","A1","","A1",""
"6170ad6b-5e92-4449-bb0c-489c1d400e23","actual","aktuell","en","de","B2","B2","","B2",""
"7f2b0560-4521-41cb-b40e-1c67cfaa93b2","actually","eigentlich","en","de","A2","A2","","A2",""
"bd88ed83-6046-4579-91b3-43a9e53674de","acupuncture","akupunktur","en","de","Health & Fitness","B2","","B2",""
"07d4e8c3-afb8-480c-9938-aa20fbe01b89","acute","akut","en","de","C1","C1","","C1",""
"e14579d5-300c-4845-9603-d3b27ccf345f","ad","Anzeige/Werbung","en","de","B1; Media & News","B1","","B1",""
"95f53571-9846-4a74-9b7f-8dd6fa43a719","ad hominem","ad hominem","en","de","Thoughts","B1","","B1",""
"dff9d2ef-66b1-47b9-b3fc-2209b9b458b3","adapt","anpassen","en","de","B2","B2","","B2",""
"88d13038-ee4c-4e3a-bd18-8e163e3cb930","adapt the author’s intent","die Absicht des Autors anpassen","en","de","Art & Literature","B2","","B2",""
"2cd143d3-d9a8-4c59-a017-4e6571bdaae1","adapt the character arc","den Charakterbogen anpassen","en","de","Art & Literature","A1","","A1",""
"a6e5298e-eca0-4212-ad59-d9b92ddb2679","adapt the color palette","die Farbpalette anpassen","en","de","Art & Literature","B2","","B2",""
"bbb663a0-6c25-4aa6-a652-8f2f392b5d23","adapt the cultural reference","die kulturelle Referenz anpassen","en","de","Art & Literature","B2","","B2",""
"c2c6ad71-5fc1-4147-98bb-d56cf9dd6139","adapt the historical context","den historischen Kontext anpassen","en","de","Art & Literature","B2","","B2",""
"37092093-f8bc-4521-9dcc-864562909fa8","adapt the main theme","das Hauptthema anpassen","en","de","Art & Literature","C2","","C2",""
"c1b4cc40-9725-412a-b1eb-8fa97cc032e6","adapt the visual style","den visuellen Stil anpassen","en","de","Art & Literature","B2","","B2",""
"88389ee6-0548-482a-b591-a0337bd489f5","adaptation","Anpassung","en","de","C1; Environment","C1","","C1",""
"ad255e7f-b070-4f20-af9f-c45834b2874b","adaptive cruise control","adaptiver Tempomat","en","de","Transport","C1","","C1",""
"f8da9f65-3574-46bc-ab02-7274e5fd4f06","add","hinzufügen","en","de","A1","A1","","A1",""
"bd99f835-b36f-4cae-86fd-12efafd2cb5c","add fuel to the fire","öl ins Feuer gießen","en","de","Phrases & Idioms","B1","Phrases & Idioms","B1",""
"df4b2329-ebfc-47e2-abdf-f870d4c45c6c","add/drop period","hinzufügungs-/Absetzungszeitraum","en","de","School & Studies","A1","","A1",""
"5590c060-3458-4a66-8afc-15f9199678f2","addiction","sucht","en","de","B2","B2","","B2",""
"2da00fff-d82e-4e4a-9029-95526fa193f6","addition","zusatz","en","de","B1","B1","","B1",""
"8ec27340-dcd3-4ccc-a24f-3344e904911e","additional","zusätzlich","en","de","B2","B2","","B2",""
"6e4cb109-5068-4850-9bdc-8d3f9f6372c6","additionally","zusätzlich","en","de","B2","B2","","B2",""
"e2803657-9f25-4d62-856b-8d1f9d03cce3","additive","Zusatzstoff","en","de","Food & Cooking","B2","","B2",""
"1494802b-01cc-4507-9013-312ca2f86296","address","adresse","en","de","A1; B2","B2","","B2",""
"f641b615-fc58-4c9a-9118-3c6a7ecf6367","address a conflict","einen Konflikt ansprechen","en","de","Relationships","B2","","B2",""
"7a761430-0584-46f7-827d-e926c11fe403","address label","Adressetikett","en","de","Money & Shopping","B1","","B1",""
"ad3b7403-0e08-4b1d-a105-d89327b57c92","address verification","Adressprüfung","en","de","Money & Shopping","B2","","B2",""
"fa18c3da-bff3-467c-a971-a4d8db8b2869","adequate","angemessen","en","de","B2","B2","","B2",""
"aefea765-3a15-43bc-8da9-35b0cbdd646f","adequately","angemessen","en","de","B2","B2","","B2",""
"3e765e86-0f87-447f-961d-1e3700e6f34c","adhere","haften","en","de","C1","C1","","C1",""
"85a6aa8a-53ea-44ad-b181-1a224486f928","adjacent","angrenzend","en","de","C1","C1","","C1",""
"969a31a5-c475-4ec9-b62f-b55829f5b669","adjective","adjektiv","en","de","Grammar & Syntax","A2","Grammar & Syntax","A2",""
"f91f2280-02de-4ffa-82dc-bd442443a67a","ADJECTIVE","ADJEKTIV","en","de","C2","C2","","C2",""
"c4f4a9aa-d858-40f6-9f93-3a164d0f06c0","adjective phrase","adjektivsatz","en","de","Grammar & Syntax","C2","Grammar & Syntax","C2",""
"be34325f-8113-4d3d-a416-bc7c1fb43ab1","adjust","anpassen","en","de","B2","B2","","B2",""
"932c99a2-e838-4f7a-9655-ee945d5dadaa","adjustment","anpassung","en","de","C1","C1","","C1",""
"c01f09a2-3a47-4e85-9786-7c691f37851d","administer","verwalten","en","de","C1","C1","","C1",""
"10a6521d-e44d-42f3-bf64-a421720d7ef4","administration","verwaltung","en","de","B1","B1","","B1",""
"d05f6fbc-7287-4dd8-988e-b502ec065f41","administrative","verwaltung","en","de","C1","C1","","C1",""
"3c21c823-5c2a-4d80-aeed-2ffe9cdb23de","administrative law","Verwaltungsrecht","en","de","Law & Politics","B1","","B1",""
"9ea4cad3-28cd-47aa-a988-502cdb12c2cb","administrator","administrator","en","de","C1","C1","","C1",""
"31470b17-28d6-4c7a-b022-ec410c181257","admire","bewundern","en","de","B1","A1","","A1",""
"4e1ad37c-8252-4f0c-bedb-046e90d7c6f4","admission","zulassung","en","de","C1","C1","","C1",""
"54aa7304-ae18-4b4f-9b91-dc8173176f80","admit","zugeben","en","de","B1","B1","","B1",""
"5fd364d0-439d-45bc-94c3-0d5d6d5fc4ff","adolescent","jugendlicher","en","de","C1","C1","","C1",""
"6f94fbe7-0964-4528-a758-8d60b4631566","adopt","adoptieren","en","de","B2","B2","","B2",""
"0ed96290-17c1-48b2-836f-b415a0510e7e","adoption","adoption","en","de","C1","C1","","C1",""
"bc4d1be3-805b-4e28-a55b-264b7e7f0372","ADR (automated dialogue replacement)","ADR (Nachsynchronisation)","en","de","Music & Entertainment","C1","","C1",""
"2e70f1d6-1947-4868-b384-bd4126caf741","ADS (aim down sights)","Zielen über Visier (ADS)","en","de","Gaming","B2","","B2",""
"6f5cef0c-342a-4970-8fa2-f74df81879fb","adult","erwachsene","en","de","A1; A2","A2","","A2",""
"91f7f0cc-6081-4d53-81ad-c3471dd56194","advance","vorschuss","en","de","B2","B2","","B2",""
"18b2ac79-7475-4859-a002-4e40e4f8d100","advanced","erweiterte","en","de","B1","B1","","B1",""
"704e4c5f-8503-435e-9817-ae69348038e6","advanced assignment","erweiterte Zuordnung","en","de","School & Studies","B2","","B2",""
"3d276a86-c568-4aa9-aa1a-3a810ffb5796","advanced deadline","erweiterte Frist","en","de","School & Studies","B1","","B1",""
"b9439bb4-bdcf-49a8-8bce-6a308a18dc16","advanced exam","fortgeschrittenenprüfung","en","de","School & Studies","C2","","C2",""
"2d8209a5-3d5b-4bcf-b1af-e00985481d67","advanced problem set","erweiterte Aufgabenstellung","en","de","School & Studies","A2","","A2",""
"911244bc-4219-4f67-b0aa-dbe98baad6de","advanced quiz","quiz für Fortgeschrittene","en","de","School & Studies","A1","","A1",""
"25d7634d-98bf-46cd-85aa-6c342718e22e","advanced reading","erweiterte Lektüre","en","de","School & Studies","C2","","C2",""
"b767e9e3-a8e4-4d6f-828c-e2539881e7dd","advanced study plan","studienplan für Fortgeschrittene","en","de","School & Studies","B2","","B2",""
"bdced90d-ede0-4afa-96d1-aa9d1ab1ed10","advanced study session","sitzung für Fortgeschrittene","en","de","School & Studies","B1","","B1",""
"d93461a1-2202-4d2d-ba49-a560f216224a","advanced syllabus","lehrplan für Fortgeschrittene","en","de","School & Studies","B1","","B1",""
"82083747-9ecd-40d1-a70a-3fd918a60146","advantage","vorteil","en","de","A2","A2","","A2",""
"c68aadd0-2d09-47d5-886a-e27cb3b18740","adventure","abenteuer","en","de","A2","A2","","A2",""
"65ebab5c-1ee8-4dde-9dcf-29bb4afdb53c","adventure game","Abenteuerspiel","en","de","Gaming","B1","","B1",""
"8f1acc1f-759c-4615-9110-73304615a149","adverb","adverb","en","de","Grammar & Syntax","A2","Grammar & Syntax","A2",""
"a74186e3-cf89-421c-8837-e900c568932b","ADVERB","ADVERB","en","de","C2","C2","","C2",""
"f9f28f59-0d66-4a24-bd9e-af7dc9c47a73","adverbial clause","adverbialsatz","en","de","Grammar & Syntax","C1","Grammar & Syntax","C1",""
"3ab84790-5d21-4251-b74e-4b38d6788657","adverbial phrase","adverbiale Phrase","en","de","Grammar & Syntax","B1","Grammar & Syntax","B1",""
"a8efaa62-f848-4b99-b701-57398e890793","adverse","nachteilig","en","de","C1","C1","","C1",""
"fa62bbd8-47b1-4ee2-9cb5-c2be65560ad2","advertise","inserieren","en","de","A2","A2","","A2",""
"32bddecf-8604-4e46-ad86-ed87aa182e07","advertisement","anzeige","en","de","A2","A2","","A2",""
"b679f3bd-5006-4ca3-b940-78dfd540056f","advertising","werbung","en","de","A2","A2","","A2",""
"648e9c81-a37d-4287-9f6e-6a7b639d757e","advice","beratung","en","de","A1","A1","","A1",""
"69cb0700-9d51-4b21-bc99-e82deb11c77e","advise","beraten","en","de","B1","B1","","B1",""
"dc67c8b1-9614-4c62-a185-1d12ca85172e","advisor","berater","en","de","School & Studies","A1","","A1",""
"695bc9d7-9c0a-4f95-a65a-8f3ab6244361","advocate","befürworter","en","de","C1","C1","","C1",""
"b7b2ea04-5ba7-425c-ba8c-afb61bcfc3a8","aerobic exercise","aerobes Training","en","de","Sports","C2","","C2",""
"b529d813-4f73-4319-af62-42f3e59094c3","aerobics","aerobic","en","de","Health & Fitness","A1","","A1",""
"3363a26e-ae4d-43c7-a5f4-9f2aaff0a7c0","aesthetic","ästhetik","en","de","Art & Literature; C1","C1","","C1",""
"d218871f-e2a4-4ea8-abf3-28905a8585d6","affair","affäre","en","de","B2","B2","","B2",""
"788eb17a-591e-4de2-800a-049d3f7ea091","affect","beeinflussen","en","de","A2","A2","","A2",""
"8b55a75a-1c36-416a-843d-93301e384cd5","affection","zuneigung","en","de","C1","B1","","B1",""
"19b6af90-4e1c-44da-b878-aa02fea6b416","affectionate","zärtlich","en","de","C2","A2","","A2",""
"fa0f0486-2bd2-4b68-b4a6-6f5ae56ef7c7","afford","leisten","en","de","B1","B1","","B1",""
"1bde0f83-6f61-442d-be8f-5d28274f86af","affordable","erschwinglich","en","de","B2; Money & Shopping","B2","","B2",""
"a0b1ec76-8a56-4110-aed9-ffb64151f84c","afforestation","Neubegründung von Wald","en","de","Environment","B1","","B1",""
"42153ff6-e241-4569-9f75-7d1b6b5d367b","afraid","ängstlich","en","de","A1","C1","","C1",""
"0fa6e805-5828-4090-980d-5294583c5847","Afrobeats","Afrobeats","en","de","Music & Entertainment","B1","","B1",""
"004e283b-efdf-4b34-8f2c-160334f577a5","after","nach","en","de","A1; A2; Top 500 Words","A2","Top 500 Words","A2",""
"5a8772b9-0252-4259-81a9-9984425e9d98","after-school activity","außerschulische Aktivität","en","de","School & Studies","B2","","B2",""
"3a91b797-294a-4139-b17f-daffd83dc774","aftermath","nachwehen","en","de","C1","C1","","C1",""
"4932c77e-8fda-41ab-a211-49ff3dd36dcc","afternoon","nachmittag","en","de","A1; Top 500 Words","A1","Top 500 Words","A1",""
"0ee98daf-81be-4127-9714-92262aad7246","aftertaste","Nachgeschmack","en","de","Food & Cooking","C1","","C1",""
"ccb6a299-be0d-49cd-b1e6-bcee98bf7eec","again","wieder","en","de","A1; Top 500 Words","A1","Top 500 Words","A1",""
"4398aa3d-628a-40be-9987-b1dc452e0ec1","against","gegen","en","de","A2","A2","","A2",""
"da97a037-fc18-4a8b-9cab-412c018a44dc","age","alter","en","de","A1; B1; Top 500 Words","B1","Top 500 Words","B1",""
"9084ce04-4cc5-4558-b1aa-6c88763bba38","age-restricted","altersbeschränkt","en","de","Media & News","B2","","B2",""
"38b0d616-97d1-4774-a787-f2c355b1c262","aged","im Alter von","en","de","B2","B2","","B2",""
"1e8579bc-cadf-42ed-9553-e1a7a5627bc6","agenda","Tagesordnung","en","de","B2; Work & Careers","B1","","B1",""
"656a234b-f755-4a17-a36c-962785eb83aa","agenda-setting","Agenda-Setting","en","de","Media & News","C1","","C1",""
"65de2773-9b1b-45b2-942b-20240747d513","agent","agent","en","de","B1","B1","","B1",""
"488e817e-42db-4c9f-bec5-a6428840312a","aggression","aggression","en","de","C1","A2","","A2",""
"1680ec4f-5390-43b4-8418-07714be3f269","aggressive","aggressiv","en","de","Animals; B2","C1","","C1",""
"fc9c80f1-70bf-4aff-9053-fe0dea17595c","agile coach","Agile Coach","en","de","Work & Careers","B2","","B2",""
"22dcca47-9931-4e8f-9a51-9b0cff78865c","agility","Beweglichkeit / Agilität","en","de","Sports","B2","","B2",""
"74d25299-117a-483e-88b5-6fe58cc59532","ago","vor","en","de","A1","A1","","A1",""
"3dadc66d-6fd9-42a5-9949-8a99a8ad0045","agree","zustimmen","en","de","A1; Top 500 Words","A1","Top 500 Words","A1",""
"1b4466da-efd8-467b-9f65-668f10570aa0","agree on chores","sich auf Aufgaben einigen","en","de","Relationships","B1","","B1",""
"9b76bc99-6b8b-46e3-b4eb-e96ce6ae465e","agreeable","angenehm","en","de","Personality","A1","","A1",""
